id,name,technologies,platforms,numRegistrants,REGISTRANTS,numSubmitters,SUBMISSIONS,duration,prizes,winners,Challenge_Overview
30054865,"cloud
hub
demo
script
ii
",['NoSQL'],['NodeJS'],9,"TMALBONPH
mhykol
utkarshkukreti
gbts
akinwale
GSTVAC
Bende
wcheung
M.X",1,akinwale,2592000000,[200.0],['akinwale'],"cloud
hub
expand
new
script
build
demo
data
couple
new
feature
build
fake
sample
company
klowd
right
script
expose
within
job
endpoint
deletes
rebuilds
bunch
sample
data
requirement
move
common
location
rename
update
location
seed
script
already
use
function
update
delete
function
demoservice
use
seedutils
move
static
user
currently
john
mcdowell
file
want
able
add
static
user
update
app
import
new
columns
utilization
populate
random
email
address
list
active
user
roletype
admin
right
john
mcdowell
"
30054838,"cloud
hub
report
endpoint
ii
",['Node.js'],['NodeJS'],12,"alfiya_Zi
gbts
Dushantha
vinoh
testXuSanping
akinwale
codingdrone
mohhasbias
wcheung
Erona
devnull11
blu3fox",1,akinwale,2592000000,[400.0],['akinwale'],"cloud
hub
want
build
another
reporting
endpoint
provide
data
dashboard
api
give
list
category
apps
spend
data
use
data
build
calendar
application
date
renewal
service
project
overview
cloud
hub
try
help
client
solve
problem
know
software
application
spend
money
time
cloud
hub
take
data
credit
card
source
attempt
show
software
client
purchase
use
application
requirement
build
new
endpoint
call
id
add
swagger
document
include
roleaccess
similar
exist
api
endpoint
update
swagger
definition
id
type
type
replace
renewal
build
logic
behind
report
endpoint
return
top
category
base
data
category
category
call
apps
place
inside
use
json
schema
build
test
prove
logic
work
describe
category
crm
relate
spend
apps
id
applabel
hubspot
appdomain
spend
id
applabel
salesforce
appdomain
spend
"
30054837,"cloud
hub
demo
script
",['Node.js'],['NodeJS'],10,"utkarshkukreti
takitoney
akinwale
palas.jiri
vinoh
testXuSanping
codingdrone
wcheung
Twiknight
blu3fox",1,akinwale,2592000000,[400.0],['akinwale'],"cloud
hub
look
build
sample
company
reset
daily
want
use
file
create
script
schedule
delete
rebuild
demo
company
charge
user
want
expose
logic
new
job
endpoint
key
script
check
exist
company
name
klowd
email
domain
requirement
create
update
exist
company
create
company
apps
record
match
app
add
use
createcompanyapp
method
service
create
charge
company
app
see
detailed
logic
create
random
user
static
user
see
similar
logic
delete
exist
data
klowd
include
user
charge
apps
etc
company
apps
map
look
appid
match
exact
current
date
value
file
current
date
value
file
source
ap
charge
annual
want
create
single
charge
match
create
within
day
activation
date
date
random
start
date
start
date
monthly
want
create
number
charge
since
today
example
day
ago
divide
day
day
month
create
charge
amount
charge
map
company
apps
amount
see
logic
see
logic
random
value
ap
currency
usd
"
30054826,"cloud
hub
saml
require
",['Node.js'],['NodeJS'],6,"ecavalier313
akinwale
testXuSanping
genycopedison
itkankan
btgd88",2,"akinwale
ecavalier313",2592000000,[75.0],['akinwale'],"cloud
hub
recently
add
saml
api
use
passportjs
right
company
define
get
application
error
replicate
issue
run
setup
skip
oktasaml
seed
file
want
application
run
correctly
even
strategy
define
project
overview
cloud
hub
try
help
client
solve
problem
know
software
application
spend
money
time
cloud
hub
take
data
credit
card
source
attempt
show
software
client
purchase
use
application
"
30054805,"cloud
hub
report
api
endpoint
","['PostgreSQL', 'Node.js']",['NodeJS'],17,"capn-ace
TMALBONPH
jackyzhangjb
testXuSanping
mulish
genycopedison
AnteronGitHub
goyal.arpit.91
akinwale
webs1king
codingdrone
ecavalier313
itkankan
yaram
blu3fox
benedictfwp
kodurinataraj",1,akinwale,2592000000,[125.0],['akinwale'],"cloud
hub
want
start
build
reporting
endpoint
provide
data
dashboard
want
start
reporting
type
build
several
next
week
first
report
api
give
list
application
company
renewal
date
within
next
month
use
data
build
calendar
application
date
renewal
service
project
overview
cloud
hub
try
help
client
solve
problem
know
software
application
spend
money
time
cloud
hub
take
data
credit
card
source
attempt
show
software
client
purchase
use
application
requirement
build
new
endpoint
call
id
type
add
swagger
document
include
roleaccess
similar
exist
api
endpoint
build
logic
behind
type
return
list
application
renewaldates
next
month
return
array
sort
renewaldate
follow
field
companyapps
companyappid
applabel
renewaldate
appdomain
spend
also
include
new
test
require
add
another
challenge
"
30054804,"cloud
hub
sso
export
script
",['Node.js'],['NodeJS'],22,"code_now
alfiya_Zi
M.X
akinwale
K.Robert
wcheung
sah2ed
testXuSanping
capn-ace
TMALBONPH
jackyzhangjb
mulish
genycopedison
ananthhh
guwenqing
Hursh
Erona
webs1king
codingdrone
itkankan
blu3fox
krisjen",1,akinwale,2592000000,[500.0],['akinwale'],"cloud
hub
exist
integration
within
api
project
pull
data
sso
provider
export
data
csv
create
another
export
different
sso
provider
script
similar
change
complete
share
exist
export
script
use
project
template
build
new
script
requirement
run
script
export
file
type
event
user
apps
assign
user
loop
multiple
call
use
provide
response
restrict
event
export
event
type
id
day
date
range
export
list
event
client
lot
event
range
day
prevent
run
date
range
day
end
event
file
data
structure
event
id
user
id
email
userapps
id
name
provision
personal
"
30054802,"cloud
hub
api
update
",['Node.js'],['NodeJS'],16,"utkarshkukreti
code_now
TMALBONPH
akinwale
cristinadeac
wcheung
K.Robert
testXuSanping
YiiBryan
RaitoShum
genycopedison
samsara0614
guwenqing
codingdrone
ecavalier313
itkankan",2,"akinwale
TMALBONPH",2592000000,[150.0],['akinwale'],"cloud
need
make
modification
api
right
charge
record
application
store
appid
see
customer
want
application
different
team
update
api
import
script
change
appid
companyappid
also
want
update
companyapp
api
support
send
empty
null
date
api
right
way
remove
date
requirement
update
companyapps
endpoint
test
accept
null
empty
string
date
update
ddl
script
api
endpoint
test
change
charge
appid
companyappid
also
get
charge
companyappid
update
seed
file
new
charge
structure
"
30054794,"dinnaco
talent
advantage
fix
round
","['HTML', 'JavaScript', 'CSS', 'HTML5', 'Angular.js (1.0)']","['HTML', 'Heroku']",7,"akinwale
thomaskranitsas
Colinh84
codingdrone
testXuSanping
genycopedison
daga_sumit",2,"akinwale
thomaskranitsas",2592000000,[100.0],['akinwale'],"challenge
overview
welcome
dinnaco
talent
advantage
fix
round
challenge
recently
complete
functional
prototype
dinnaco
talent
advantage
application
present
application
ruin
entirely
browser
back
end
third
round
series
bug
fix
challenge
application
important
note
late
submission
provide
forum
please
use
base
submission
code
manage
git
repository
please
keep
change
clean
avoid
touch
file
modify
merge
change
easily
zip
file
contains
folder
please
modify
retain
submission
allow
use
angularjs
library
implement
live
search
free
enterprise
use
without
restriction
eg
license
like
mit
apache
doubt
use
please
get
clarification
forum
please
ask
forum
flow
clear
detail
contest
follow
issue
need
resolve
location
selection
land
search
page
open
location
box
hover
country
box
show
city
country
lot
country
citites
hence
want
provide
live
search
function
two
list
person
start
type
country
city
option
directly
appear
box
without
scroll
still
retain
selection
click
country
city
name
please
implement
follow
currently
click
dropdown
two
header
country
city
want
convert
header
editable
text
box
default
text
still
country
city
box
live
search
implement
search
item
country
city
list
mention
scroll
functionality
still
retain
flow
feature
user
click
location
dropdown
please
dropdown
still
current
change
header
country
editable
box
header
country
user
start
type
country
name
update
country
result
example
user
start
type
uni
show
country
like
u
uk
uae
etc
match
search
term
live
search
user
hovers
country
name
city
box
appear
header
city
editable
box
header
city
user
start
type
city
name
update
city
result
example
country
select
uk
user
start
type
lon
show
city
like
london
etc
match
search
term
live
search
click
city
name
pairs
select
show
dropdown
do
currently
ex
please
note
select
option
use
main
search
make
sure
main
search
break
convert
header
editable
box
maintain
ui
darker
background
font
ui
"
30054767,"live
progress
moby
maternal
health
android
prototype
bug
fix
part
",['Android'],['Android'],19,"akinwale
diogenesjcs
cairi
goyal.arpit.91
wcheung
namanyadav12
Rushikesh.Deshp
btgd88
testXuSanping
kata.lune
genycopedison
Web Java Programmer
deas
codingdrone
michael_tang
ollesate
blankvoid
blu3fox
avin.kaitha",3,"namanyadav12
kata.lune
akinwale",2592000000,[150.0],['akinwale'],"goal
make
improvement
fix
provide
android
prototype
app
challenge
part
hpe
live
blitz
challenge
series
make
sure
check
challenge
requirement
source
code
design
file
source
code
file
provide
challenge
forum
issue
fix
list
issue
share
challenge
forum
require
address
issue
disregard
priority
issue
deliverable
git
patch
file
change
update
readme
file
"
30054752,"topcoder
enhancement
migration
tool
","['Java', 'Docker']","['AWS', 'Other']",41,"bannie2492
renqingwei123
mulish
cam.ashwini
code_now
wcheung
Eric_D
akinwale
genycopedison
vinoh
roopats
vichuhit
Kiritosik
blu3fox
nick.castillo
amanforindia
goyal.arpit.91
krisjen
padegal12
codingdrone
LPricMJCR7
testXuSanping
cairi
deas
ultral77
piemaster21
Gando19850304
sah2ed
Savvas_cl
meirka5
arjun_singh
capn-ace
webs1king
suraj_fale
alazyrabbit
sunbinbrother
replyramdas
alfiya_Zi
guwenqing
faisalbasha1982
sfaxiano",1,akinwale,2592000000,[200.0],['akinwale'],"previously
create
utility
tool
help
u
migrate
data
dynamodb
postgres
define
map
challenge
like
enhance
support
follow
feature
please
take
attach
forum
example
allow
mapping
field
primitive
field
specific
field
json
object
example
want
source
field
version
set
version
field
target
detail
json
field
postgres
specify
default
value
migration
example
migrating
owner
id
copilot
id
want
able
default
role
customer
copilot
note
keep
simple
consider
owner
id
copilot
id
migration
two
separate
process
configuration
file
allow
specification
sql
statement
use
fetch
data
"
30054750,"cloud
hub
test
bugfix
",['Node.js'],['NodeJS'],13,"jz10
code_now
blu3fox
Indemar
akinwale
codingdrone
jackyzhangjb
wcheung
lili.whu
genycopedison
shyam.kanojia9
kotamanegi
krisjen",2,"jz10
akinwale",2592000000,[50.0],['akinwale'],"cloud
hub
bug
job
controller
test
right
company
apps
inserted
database
race
condition
app
first
second
post
believe
issue
start
several
place
try
get
companyapp
think
cause
issue
since
switch
place
"
30054748,"cloud
hub
import
service
",['Node.js'],['NodeJS'],30,"diogenesjcs
nilla054
AndreAbascal
GFalcon
roopats
bannie2492
akinwale
genycopedison
cam.ashwini
wcheung
mulish
blu3fox
XinScirpt
code_now
Amith
amanforindia
gvir
AnteronGitHub
gets0ul
faisalbasha1982
abhiiitcse
testXuSanping
ecavalier313
yumiko
codingdrone
Ebrima539
jackyzhangjb
vinoh
us3bkdyzgclt
krisjen",1,akinwale,2592000000,[400.0],['akinwale'],"cloud
hub
want
start
create
process
import
data
database
challenge
focus
take
file
use
hash
map
field
database
columns
future
challenge
build
interface
upload
file
also
want
build
import
table
store
file
information
build
endpoint
allow
add
edit
record
requirement
build
script
simulate
file
import
create
import
record
import
data
update
file
build
api
endpoint
id
get
companyid
get
id
post
put
parse
row
file
check
column
map
appname
ilike
add
new
companyapp
check
exist
file
externalid
match
consider
update
logic
import
data
handle
inside
service
challenge
create
script
seed
run
import
import
table
schema
text
actual
file
name
text
example
system
expense
columns
jsonb
json
match
file
column
app
column
integer
total
row
file
integer
total
record
add
updated
integer
row
error
column
map
system
applabel
system
id
externalid
activation
date
startdate
business
unit
businessunit
estimate
annual
cost
convert
spendestimated
expiration
date
renewaldate
license
unit
licensecount
vendor
name
suppliername
source
"
30054713,"hp
product
inventory
docker
image
vertica
","['Docker', 'SQL', 'Vertica']",['Other'],22,"sah2ed
vvvpig
Standlove
kinfkong
testXuSanping
stevenfrog
code_now
dknightone
GFalcon
Rushikesh.Deshp
jz10
genycopedison
wcheung
Gando19850304
linuxgeek
poundinc_tc
abhicloudstalk
Jack.Tan
cam.ashwini
blu3fox
paulocezar
alfiya_Zi",3,"Standlove
vvvpig
kinfkong",2592000000,[500.0],['vvvpig'],"recently
topcoder
develop
product
inventory
tool
chain
fetching
product
hp
store
site
store
data
vertica
database
easy
way
developer
set
vertica
db
server
want
docker
image
create
vertica
db
server
instal
database
create
populated
requirement
create
docker
script
installs
vertica
db
server
ubuntu
linux
environment
ubuntu
o
main
user
another
user
dbadmin
dbadmin
vertica
server
installation
thing
work
vmware
image
sure
mandatory
like
keep
thing
similar
download
community
edition
vertica
directly
hp
http
simply
sign
free
developer
account
direct
vertica
installation
require
server
download
vertica
db
server
separately
docker
script
use
local
filesystem
folder
dockerfile
install
vertica
db
server
create
one
database
name
password
start
database
load
db
schema
attach
forum
load
data
database
provide
file
docker
script
work
resource
download
form
net
use
wget
use
resource
local
filesystem
folder
dockerfile
also
acceptable
resource
dockerfile
build
image
vertica
community
edition
http
docker
image
vertica
http
vertica
db
server
use
vmware
instruction
use
vmware
image
instruction
provide
see
vertica
db
action
also
able
test
command
db
server
vmware
also
free
trial
available
server
image
find
topcoder
provide
recent
disk
image
file
vertica
follow
link
large
download
gb
also
attach
challenge
set
instruction
https
jdbc
jar
file
vertica
find
http
"
30054375,"topcoder
direct
update
competition
cost
report
use
aggregate
table
redshift
",['Java'],['AWS'],23,"genycopedison
phaniram
thkang91
code_now
Gando19850304
gondzo
SpookyLoops
roopats
pranshuverma17
slayerjain
akshay.kushal23
wcheung
blu3fox
kalc
rixiac
bandishankar
sunbinbrother
subsunacop2011
erhanuman9010
Abhinav015
Blackhole08
turboriso
sinha101",2,"kalc
gondzo",2592000000,[200.0],['kalc'],"challenge
like
implement
another
query
function
competition
cost
report
create
new
aggregation
table
redshift
similar
like
table
definition
informix
create
table
datetime
year
fraction
int
client
varchar
varchar
varchar
datetime
year
fraction
datetime
year
fraction
category
varchar
varchar
varchar
decimal
varchar
char
varchar
decimal
int
int
int
int
int
int
int
varchar
decimal
process
boolean
datetime
year
fraction
varchar
decimal
decimal
go
load
export
data
informix
add
similar
method
http
data
retrieve
redshift
pass
parameter
refer
http
connect
redshift
update
http
call
new
method
create
test
data
verify
competition
cost
report
work
properly
redshift
connection
require
configuration
tokenized
order
support
different
environment
redshift
challenge
expect
use
redshift
free
plan
new
aws
problem
use
redshift
please
request
forum
help
resolve
"
30054257,"fcbh
android
mobile
hotspot
confirmation
","['Android', 'Other']",['Android'],40,"solokop
binit92
albet.januar
wcheung
testXuSanping
mulish
codingdrone
sPixel
avbngera
thkang91
wahabjawed
alfiya_Zi
kishuagarwal
aak12
gets0ul
diogenesjcs
vigilancer
jwang123
algobob
PaeP3nguin
fxish
phaniram
Dvijesh
anhtuannd
kumarabhinav002
circlecircle
genycopedison
bandishankar
SuhairZain
lykseek
blu3fox
addleak
kkapre
Blackhole08
amoxibos
DHEERAJSONI
kalc
r.nivedha1
dvrvrm
sunbinbrother",2,"kalc
Blackhole08",2592000000,[300.0],['kalc'],"previous
challenge
topcoder
member
create
mobile
hotspot
functionality
fcbh
cyber
application
functionality
allow
user
share
embed
apk
file
use
native
hotspot
capability
android
device
along
local
web
server
occasionally
though
mobile
hotspot
web
server
capability
fail
happen
variety
reason
example
galaxy
device
test
mobile
hotspot
capability
restrict
network
carrier
issue
phone
challenge
like
cyber
app
issue
validation
http
request
local
web
server
expose
url
address
port
request
return
valid
status
action
require
however
request
fails
presumably
web
server
mobile
hotspot
functional
application
display
alert
mobile
hotspot
local
server
close
hotspot
web
server
allow
user
retry
functionality
status
hotspot
menu
item
update
well
cyber
app
see
http
exist
source
code
application
find
https
sign
bitbucket
id
provide
id
forum
grant
read
access
repository
fork
repository
"
30054252,"thunderbird
java
web
application
build
deployment
challenge
","['Java', 'Maven', 'Spring', 'API']",['Other'],24,"blu3fox
phaniram
ckbamunusingha
vvvpig
codingdrone
roopats
solokop
binit92
wcheung
testXuSanping
avbngera
allen1128
flycash
sonal_jain
developerbhuwan
jaindsonvs
linuxgeek
faisal1911
gets0ul
Rakesh.Sa
ikumen
narasimha.dvnr
erhanuman9010
rohit_reddy",2,"vvvpig
roopats",2592000000,[500.0],['vvvpig'],"goal
challenge
create
build
deployment
script
java
application
challenge
requirement
provide
source
code
miss
deployment
documentation
script
address
follow
remove
dependency
repo
move
use
mvn
use
embed
server
deployment
use
maven
tomcat
plugin
add
miss
configuration
create
deployment
document
use
markdown
use
gitlab
readme
file
create
postman
file
sample
api
call
provide
sample
data
test
purpose
note
follow
source
code
reference
windows
path
either
window
os
get
work
update
work
machine
deploy
app
locally
work
design
verify
api
call
work
app
consist
web
page
web
service
api
job
fix
break
part
documentation
provide
source
code
gitlab
repository
also
get
documentation
explains
application
design
help
understand
test
app
gitlab
access
get
access
gitlab
repo
group
tool
http
trouble
auto
registration
tool
please
post
help
add
team
want
store
work
issue
fork
repo
branch
use
base
fix
submit
commit
change
fork
repo
add
elkhawajah
jcori
fork
repo
create
merge
request
fix
deliverable
upload
follow
zip
file
online
review
link
merge
request
deployment
document
verification
document
"
30053598,"financialforce
create
ionic
decorator
angular
schema
form
","['Angular.js (1.0)', 'Google API']","['FinancialForce', 'Google']",31,"bannie2492
testXuSanping
alfiya_Zi
mulish
solokop
codingdrone
vinoh
phieu_long
blu3fox
penpo
Eswar.Prasanth
code_now
vvvpig
peakpado
Rakesh.Sa
diogenesjcs
cunhavictor
lakshmiv
vialjack
szy2015
genycopedison
karthikbalaji92
chenxixi
WeirdThinker15
jessicaquynh
linuxgeek
mekala.madhu
tuxing
lukasbindreiter
fmarcos83
sunbinbrother",1,vvvpig,2592000000,[800.0],['vvvpig'],"able
generate
form
represent
input
number
object
achieve
use
google
connector
requirement
build
decorator
angular
schema
form
allow
generation
standard
ionic
form
component
file
standard
input
type
float
label
handle
single
select
item
user
bring
list
view
screen
searchbar
top
able
select
single
item
use
radio
user
click
do
form
populate
click
back
button
populate
form
work
similar
manner
except
use
checkbox
list
resource
writing
angular
schema
form
team
github
repo
angular
schema
form
homeppage
documentation
ionic
component
challenge
repo
housekeeping
base
work
git
repository
provide
work
http
branch
request
access
int
forum
require
handle
merge
issue
occur
submission
code
fully
unit
test
documented
please
use
best
practise
document
getters
setter
etc
"
30053216,"trixel
analytics
api
unit
test
mocha
node
","['JavaScript', 'Node.js']",['NodeJS'],9,"m.solomatin
itkankan
vvvpig
peakpado
codingdrone
goyal.arpit.91
mulish
linuxgeek
lanchongyizu",1,vvvpig,2592000000,[300.0],['vvvpig'],"trixel
challenge
series
trixel
challenge
series
series
challenge
eventually
produce
application
track
user
internet
usage
across
set
site
trixel
component
exist
several
different
piece
application
develop
parallel
combine
future
challenge
overview
challenge
write
mocha
unit
test
aws
lambda
code
analytics
api
project
requirement
write
mocha
unit
test
exist
lambda
code
project
sure
test
success
error
path
provide
gulp
grunt
build
execute
unit
test
setup
reference
request
access
gitlab
group
post
forum
email
gbockus
add
team
fork
repository
work
branch
view
readme
file
repository
detail
deploy
code
aws
instance
development
blog
post
describe
test
lambda
service
mocha
question
please
post
question
concern
forum
address
timely
manner
"
30053217,"trixel
analytics
api
deployment
script
aws
node
","['JavaScript', 'Node.js']","['AWS', 'NodeJS']",15,"codingdrone
Sky_
vvvpig
linuxgeek
testXuSanping
blu3fox
khonquer
serfire
Rushikesh.Deshp
solokop
VishalRocks
lokhar
sunbinbrother
iberryful
zohaib.amjad",1,vvvpig,864000000,[300.0],['vvvpig'],"trixel
challenge
series
trixel
challenge
series
series
challenge
eventually
produce
application
track
user
internet
usage
across
set
site
trixel
component
exist
several
different
piece
application
develop
parallel
combine
future
challenge
overview
challenge
complete
deployment
script
analytics
api
project
analytics
api
use
aws
lambda
amazon
dynamodb
amazon
api
gateway
provide
rest
endpoint
get
trixel
analytics
data
script
write
create
dynamodb
table
lambda
function
permission
require
add
script
create
deploy
api
gateway
rest
endpoint
driver
script
execute
piece
full
deployment
requirement
create
script
create
api
gateway
endpoint
deploy
api
log
api
key
invoke
url
create
script
execute
underlie
script
build
aws
service
flag
delete
service
already
exist
default
update
service
exist
submission
include
update
readme
detail
surround
deployment
script
script
develop
provide
feedback
via
log
statement
user
operation
perform
setup
reference
request
access
gitlab
group
post
forum
email
gbockus
add
team
fork
repository
work
branch
aws
javascript
sdk
api
view
readme
file
repository
detail
deploy
code
aws
instance
development
see
script
directory
dynamodb
iam
role
lambda
deployment
script
create
configure
api
gateway
endpoint
deployment
api
key
see
script
repository
question
please
post
question
concern
forum
address
timely
manner
"
30053218,"trixel
log
api
unit
test
mocha
node
","['JavaScript', 'Node.js']",['NodeJS'],9,"codingdrone
ummalaraju
vvvpig
Colossalfy
lanchongyizu
itkankan
linuxgeek
testXuSanping
blu3fox",1,vvvpig,864000000,[150.0],['vvvpig'],"trixel
challenge
series
trixel
challenge
series
series
challenge
eventually
produce
application
track
user
internet
usage
across
set
site
trixel
component
exist
several
different
piece
application
develop
parallel
combine
future
challenge
overview
challenge
write
mocha
unit
test
aws
lambda
code
log
api
project
requirement
write
mocha
unit
test
exist
lambda
code
project
sure
test
success
error
path
provide
gulp
grunt
build
execute
unit
test
setup
reference
request
access
gitlab
group
post
forum
email
gbockus
add
team
fork
repository
work
branch
blog
post
describe
test
lambda
service
mocha
question
please
post
question
concern
forum
address
timely
manner
"
30052912,"trixel
script
build
update
","['JavaScript', 'Node.js', 'Other']",['Other'],8,"Sky_
Colossalfy
penpo
tingyifang
vvvpig
mulish
wcheung
blu3fox",1,vvvpig,604800000,[250.0],['vvvpig'],"trixel
challenge
series
trixel
challenge
series
series
challenge
eventually
produce
application
track
user
internet
usage
across
set
site
trixel
component
exist
several
different
piece
application
develop
parallel
combine
future
challenge
overview
challenge
create
lint
test
task
build
trixel
script
write
unit
test
two
script
requirement
update
gulp
build
include
lint
task
execute
jslint
src
directory
follow
pattern
task
find
repo
update
jslint
configuration
allow
global
browser
variable
use
script
fix
lint
issue
find
jslint
write
mocha
unit
test
script
test
mock
browser
object
verify
event
handler
test
event
fired
restructure
code
enable
test
feel
free
change
script
sure
also
update
example
setup
reference
request
access
gitlab
group
post
forum
email
gbockus
add
team
fork
repository
work
branch
minification
still
work
ensure
console
log
strip
minified
version
code
question
please
post
question
concern
forum
address
timely
manner
"
30052465,"credly
","['Node.js', 'Other']","['IBM Cloud', 'NodeJS', 'Other']",27,"pfilippi
codingdrone
vvvpig
testXuSanping
szy2015
renqingwei123
blu3fox
ouyangki
wcheung
gthedreamer
Ninja91
mulish
penpo
echessa
e06widu
sunbinbrother
CrazyCoderLZB
peakpado
vinoh
genycopedison
chengweichi
Johan_cb
naeem95m
eduardomelendez
twds
vzch
mac007",1,vvvpig,2592000000,[300.0],['vvvpig'],"challenge
overview
open
badge
digital
representation
skill
achievement
badge
award
earner
comprises
digital
image
file
metadata
metadata
describes
badge
represent
identity
earner
issue
organization
credentialme
app
allow
earn
manage
share
build
consume
digital
badge
credential
skill
achievement
word
credentialme
badge
wallet
see
manage
badge
first
release
accept
badge
mozilla
pearson
implement
backend
challenge
explore
credly
api
sign
query
badge
synchronize
database
cloudant
task
overview
signin
refer
https
implement
api
post
request
body
email
email
address
credly
user
password
password
credly
user
request
credly
api
save
token
save
token
expire
call
refresh
token
query
sync
badge
refer
https
implement
api
post
call
set
email
intranet
id
set
get
id
current
user
call
query
member
earn
badge
id
result
last
call
insert
update
badgeassertion
record
database
insert
update
badge
record
database
create
test
badge
check
https
create
test
badge
implement
api
issue
test
badge
give
intranetid
email
address
technical
stack
bluemix
"
30052415,"sibm
clipstreamer
change
login
sso
",['Node.js'],['IBM Cloud'],15,"vvvpig
mohanwidu
renqingwei123
Tasfiq
alfiya_Zi
testXuSanping
smtryingcode
ouyangki
blu3fox
hash3r
wcheung
codingdrone
sunbinbrother
Baam
code_now",1,vvvpig,2592000000,[200.0],['vvvpig'],"project
overview
clipstreamer
basically
something
like
evernote
clip
text
file
stream
see
elsewhere
app
use
across
type
device
phone
tablet
app
help
user
share
different
file
format
picture
text
file
competition
task
overview
build
app
previous
challenge
change
login
sso
consist
two
task
right
app
use
test
login
service
perform
login
udpate
app
use
sso
base
provide
documentation
forum
update
deployment
guide
tech
doc
show
login
detail
use
sso
instead
old
one
please
register
get
code
challenge
forum
technology
overview
javascript
json
rest
cloudant
database
bluemix
express
winston
async
underscore
passport
superagent
multer
"
30052392,"sibm
blueview
interview
sso
","['JavaScript', 'CSS', 'HTML5', 'Node.js', 'MongoDB', 'JQuery', 'Other']","['HTML', 'IBM Cloud']",21,"testXuSanping
pfilippi
mulish
codingdrone
smtryingcode
raviojha2105
blu3fox
renqingwei123
alazyrabbit
vvvpig
peakpado
jmm25469
sunbinbrother
AUgUsTuS-
WJChai
tianyuxue2014
atul_gautam
vikneshwar
kjyingtc
amaranth_wei
wcheung",1,vvvpig,2592000000,[150.0],['vvvpig'],"challenge
overview
today
ibm
interviewer
manually
record
information
candidate
conduct
interview
application
design
digitize
process
assist
ibm
interviewer
capture
feedback
interview
tablet
follow
interview
data
easily
send
hr
analyze
track
challenge
task
replace
current
login
sso
provide
sample
config
code
sso
forum
please
utilize
please
choose
directory
source
document
resource
code
last
challenge
sample
sso
configure
doc
sample
app
config
file
sample
controller
code
technology
requirement
open
source
third
party
library
allow
library
open
source
allow
prior
use
library
framework
please
get
confirmation
forum
technology
stack
cs
javascript
jquery
bluemix
nodejs
express
mongodb
"
30052383,"ibm
sibm
youmix
slack
integration
",['Node.js'],['IBM Cloud'],29,"phead
pfilippi
renqingwei123
ananthhh
peakpado
smtryingcode
goyal.arpit.91
testXuSanping
wanggp3
son4moon
codingdrone
mulish
noncerebrum
vvvpig
bannie2492
code_now
alfiya_Zi
wcheung
ouyangki
lanchongyizu
ahmed.seddiq
crim
blu3fox
alazyrabbit
Ninja91
sunbinbrother
AUgUsTuS-
KristianMeyer1
jaindsonvs",1,vvvpig,2592000000,[200.0],['vvvpig'],"project
overview
web
application
help
user
manage
bluemix
demo
site
use
showcase
bluemix
apps
competition
task
overview
build
backend
service
use
frontend
web
app
update
backend
service
integrate
slack
channel
update
create
feedback
implementation
also
send
feedback
configure
slack
channel
app
model
slackchannel
field
add
api
check
user
sign
particular
slack
channel
use
user
email
address
user
already
sign
particualr
slack
channel
send
invite
request
slack
channel
keep
track
request
pending
status
user
add
new
model
field
userid
slackchannel
status
case
api
return
message
like
request
access
slack
channel
send
user
already
sign
return
slack
channel
caller
please
register
download
exist
code
challenge
forum
note
use
cloudant
database
technology
overview
bluemix
cloudant
slack
"
30052305,"sunshot
mysunbuddy
python
match
logic
update
",['Python'],['Other'],19,"vvvpig
szy2015
Ninja91
Sin27
wcheung
gets0ul
fireant
testXuSanping
code_now
gpbencke
alfiya_Zi
deedee
2239913528
Michelle.Smith
ShindouHikaru
navneetzz
sunbinbrother
rppala90
blu3fox",1,vvvpig,2592000000,[500.0],['vvvpig'],"application
call
mysunbuddy
platform
facilitate
purchase
sell
solar
net
meter
credit
challenge
update
match
logic
outline
task
overview
match
reference
user
zip
code
entry
use
mapping
dictionary
get
load
zone
utility
provider
attribute
match
proceed
match
logic
build
georeference
python
script
lookup
utility
provider
load
zone
shapefile
want
use
replace
map
dictionary
georeference
function
load
zone
utility
provider
populate
field
user
model
registration
process
match
logic
use
two
field
test
valid
match
buyer
seller
rather
map
zip
code
load
zone
utility
provider
use
value
overall
sure
load
zone
utility
provider
field
user
record
field
populate
pass
user
address
google
map
geocoding
api
pass
latitude
longitude
shape
function
return
utility
provider
load
zone
attribute
use
determine
valid
matching
list
change
challenge
add
two
new
field
use
model
remove
map
model
registration
user
set
address
use
google
geocoding
api
lookup
address
user
address
invalid
prompt
user
provide
valid
address
use
provide
python
script
lookup
utility
provider
load
zone
insert
record
newly
create
user
record
match
find
store
null
two
field
match
logic
use
two
field
group
match
skip
user
null
value
field
note
google
api
key
sensitive
data
configurable
update
readme
need
code
document
follow
python
cod
best
practice
pep
main
text
pep
docstring
convention
put
common
code
helper
plus
implement
google
geocoding
api
validation
frontend
inform
user
address
valid
pay
bonus
implement
good
ux
user
experience
clarification
please
ask
forum
source
code
provide
gitlab
https
check
forum
get
access
follow
readme
deploy
code
shapefile
script
provide
folder
shapefile
contain
information
state
u
state
http
deliverable
git
patch
file
change
verification
step
"
