id,label,name,technologies,platforms,numRegistrants,REGISTRANTS,numSubmitters,SUBMISSIONS,duration,prizes,winners,Challenge_Overview
30066631,0,"topcoder
challenge
service
improve
filter
value
validation
",['Java'],['Other'],12,"thiyaguk
amber.j
gets0ul
codingdrone
anuradev
andyphysics2
gurmeetb
penpo
k.mas
akinwale
SteveSage
iqbalhood",1,thiyaguk,863700000,[150.0],['thiyaguk'],"challenge
like
improve
validation
filter
value
challenge
list
api
change
base
branch
expect
address
follow
issue
https
change
mainly
https
local
setup
follow
http
run
dependent
service
build
late
code
direct
app
see
http
also
elasticsearch
service
run
like
elasticsearch
run
elasticsearch
feeder
service
use
branch
probably
change
port
due
port
conflict
create
challenge
direct
app
elasticsearch
feeder
get
data
populate
elasticsearch
use
challenge
service
"
30066540,0,"file
management
app
quick
flixes
","['ReactJS', 'Other']",['NodeJS'],28,"diazz
linuxuser
gurmeetb
surya_cdac
idivyangjain
anonymousjaggu
glint
nghi85
AmayaRivera
hi4sandy
therealX01D
codingdrone
anuradev
imshubhamsingh
menji
ferryal
Fanazhe
Gando19850304
Rushikesh.Deshp
adwaitm22
phoenix1992
Black_Kraken
Narekvar90
genycopedison
arylio
talesforce
MightyTheJa
akinwale",1,diazz,863700000,[300.0],['diazz'],"almost
do
file
management
app
like
apps
last
development
issue
fix
access
repo
check
repo
access
forum
post
two
issue
absolutely
fix
view
list
attachment
master
record
unable
attachment
record
open
file
appropriate
app
attempt
use
take
photo
feature
app
crash
error
message
iphone
x
io
"
30066402,1,"topcoder
online
review
split
lib
directory
new
repo
use
git
submodule
",['Other'],['Other'],8,"naveejka
anonymousjaggu
akinwale
VietHTran
anuradev
gurmeetb
Trias
nirmalkjoshi99",2,"Trias
akinwale",863700000,[100.0],['akinwale'],"challenge
like
test
git
submodule
feature
follow
general
requirement
follow
http
split
lib
directory
new
repo
create
public
repo
account
remove
lib
directory
add
back
git
submodule
new
repo
see
https
create
fork
demonstration
make
change
splitted
repo
lib
directory
figure
update
submodule
verify
build
deploy
step
https
make
change
necessary
"
30066266,0,"mythril
api
small
improvement
api
integration
test
creation
swagger
doc
","['Blockchain', 'Ethereum', 'JavaScript', 'Node.js', 'Express']",['NodeJS'],17,"amber.j
asmn
codingdrone
somethin
akinwale
wenbin
Sky_
Gando19850304
k.mas
mulish
phoenix1992
gpbencke
froga
krisjen
LieutenantRoger
linuxuser
ferryal",1,wenbin,863700000,[400.0],['wenbin'],"mythril
security
analysis
tool
ethereum
smart
contract
use
concolic
analysis
taint
analysis
control
flow
check
detect
variety
security
vulnerability
mythril
api
find
codebase
challenge
forum
expose
functionality
network
challenge
take
care
small
improvement
api
integration
test
also
create
swagger
docs
current
api
detail
scope
api
codebase
improve
email
validation
right
emails
validate
joi
check
strong
enough
string
like
accepted
valid
email
probably
additional
configuration
joi
email
validator
use
well
party
email
validator
library
help
seem
subscribe
field
user
registration
endpoint
use
code
get
rid
field
case
create
swagger
documentation
api
add
repo
doc
folder
add
new
public
endpoint
api
serve
swagger
doc
branch
repo
folder
use
commit
integration
test
api
write
javascript
use
supertest
jest
library
update
exist
test
support
api
key
also
ensure
endpoint
reject
equests
without
valid
api
key
also
add
test
new
registration
email
check
endpoint
"
30066177,1,"hercules
android
remote
keyboard
screen
",['Android'],['Android'],24,"ronakkaria
amber.j
k.mas
rahul_kumar
akinwale
rtttt
mohamed_sakr
linuxuser
ChanKamWo
abinashn
SteveSage
PradeepHembram
rajrkrish
phoenix1992
krisjen
codingdrone
wcheung
chandan4871
juliushemanth
AhmadA99
kevin.crain
thomas-codey
ramim.br
lucifer03",2,"akinwale
kevin.crain",950100000,[300.0],['akinwale'],"work
app
android
pair
another
bluetooth
device
send
keyboard
press
normal
hid
human
interface
device
basically
turn
android
phone
standard
bluetooth
keyboard
computer
problem
client
ask
u
support
arbitrary
keyboard
input
addition
remote
control
button
app
add
screen
carousel
show
android
keyboard
use
type
app
every
keypress
android
send
client
computer
ensure
support
letter
number
upper
low
case
punctuation
space
period
slash
etc
normal
symbol
support
emoji
special
key
press
like
print
screen
scroll
lock
num
lock
etc
unsure
specific
key
support
please
ask
forum
code
access
code
find
https
link
use
grant
access
code
find
forum
submission
please
submit
patch
file
current
head
git
apply
copilot
verify
work
expect
"
30066176,1,"hercules
android
remote
raspberry
pi
connectivity
","['Linux', 'Android']",['Android'],23,"Gando19850304
amber.j
anuradev
akinwale
linuxuser
SteveSage
phoenix1992
gurmeetb
krisjen
codingdrone
ngoctay
wcheung
juliushemanth
alfiya_Zi
andyphysics2
Z.paint
timhigins
k.mas
emptiness
afrisalyp
maxwells_daemon
genycopedison
penpo",2,"andyphysics2
akinwale",950100000,[900.0],['akinwale'],"work
app
android
pair
another
bluetooth
device
send
keyboard
press
normal
hid
human
interface
device
basically
turn
android
phone
standard
bluetooth
keyboard
computer
problem
app
work
pair
successfully
mac
act
keyboard
send
key
press
need
problem
app
work
raspberry
pi
something
support
client
need
raspberry
pi
bluetooth
build
enable
install
bluetooth
functionality
rpi
pair
app
raspberry
pi
get
info
bluetoothctl
pair
device
key
press
recognize
android
app
rpi
figure
get
app
work
rpi
configuration
rpi
change
app
information
find
http
link
forum
provide
give
gitlab
username
access
ticket
code
submission
want
add
additional
documentation
complete
wiki
page
reference
ticket
also
code
update
require
android
app
make
functionality
work
raspberry
pi
use
exist
wiki
page
build
raspberry
pi
environment
match
test
"
30066120,0,"actian
dataconnect
botkit
middleware
final
fix
challenge
","['Actian DataConnect é?Data Integration', 'Actian Data Integration']",['Other'],21,"akinwale
k.mas
amber.j
codingdrone
mulish
maxwells_daemon
krisjen
penpo
phoenix1992
gets0ul
AadityaDev
anuradev
rtttt
alfiya_Zi
dubeynidhi007
cagdas001
Ohanzee
gfzabarino
lijulat
linuxuser
gurmeetb",3,"gfzabarino
Ohanzee
cagdas001",1033500000,[800.0],['gfzabarino'],"welcome
actian
dataconnect
botkit
middleware
final
fix
challenge
actian
hybrid
data
management
integration
analytics
company
enable
enterprises
seamlessly
manage
connect
operational
analytic
data
superior
performance
insight
business
outcomes
activate
datatm
learn
actian
product
follow
u
twitter
last
month
launch
challenge
create
botkid
middleware
actian
dataconnect
review
submission
client
provide
list
issue
fix
challenge
want
get
client
issue
resolve
requirement
please
see
challenge
forum
list
issue
fix
deliverable
actian
dataconnect
botkit
storage
module
code
package
fix
ie
sample
process
design
botkit
code
module
include
clear
user
instruction
deploy
actian
dataconnect
module
clear
user
instruction
test
actian
dataconnect
module
setup
configure
correctly
botkit
pass
botkit
storage
related
test
clear
user
instruction
use
actian
dataconnect
functionality
via
botkit
review
submit
zip
source
code
consist
final
fix
actian
dataconnect
botkit
middleware
implementation
also
include
demo
video
walk
solution
meet
challenge
requirement
scorecard
submission
score
actian
team
sole
discretion
submission
score
base
botkit
fix
identify
challenge
scope
code
quality
documentation
user
additional
term
condition
participant
participate
competition
acknowledge
agree
comply
applicable
law
submit
competition
submission
represent
authorize
submit
competition
submission
actian
corporation
actian
free
use
disclose
distribute
otherwise
exploit
residual
knowledge
residual
knowledge
mean
information
retain
unaided
memory
actian
employee
contractor
access
competition
submission
submit
employee
contractor
memory
consider
unaided
employee
contractor
intentionally
memorize
information
purpose
retain
subsequently
use
disclose
provide
comment
criticism
suggest
improvement
test
result
answer
question
feedback
regard
function
feature
characteristics
actian
product
write
oral
form
feedback
agree
feedback
property
actian
may
use
reproduce
adapted
modify
distributed
otherwise
exploit
actian
manner
purpose
entitle
compensation
actian
benefit
actian
may
make
available
employee
authorize
make
representation
contract
commitment
behalf
actian
employee
direct
indirect
subcontractor
actian
corporation
subsidiary
affiliate
employee
direct
indirect
subcontractor
actian
partner
include
topcoder
affiliate
eligible
participate
challenge
may
use
data
open
share
anyone
world
freely
available
right
use
data
submit
data
"
30065696,0,"quartz
database
clean
tool
spark
job
","['Java', 'Spring']",['Other'],52,"amber.j
kinfkong
ShindouHikaru
daga_sumit
linuxuser
anuradev
TcRush
k.mas
talesforce
gets0ul
LieutenantRoger
Gando19850304
anonymousjaggu
codingdrone
phoenix1992
veshu
manasa6
murarka.akshay
sahariaralamk
AleaActaEst
Avl_chemestry
Jatin.Arora
rockstar5645
cimpapps
penpo
ajitpsonawane
rkk1301
sfaxiano
Trias
sparemax
Rushikesh.Deshp
Rakesh.Sa
gurucodes
torghul
winterflame
VaishnaveRamesh
eva.chois
krisjen
genycopedison
jite1996
jrokas
mikhailsoparin
maxwells_daemon
Mirza_Tauqeer
andyphysics2
1013Vishal
immakid
dubeynidhi007
akinwale
AltaiEzioR
rtttt
ra336075",1,kinfkong,1209200555,[600.0],['kinfkong'],"quartz
energy
database
clean
tool
spark
job
challenge
project
overview
part
series
challenge
build
tool
help
client
identify
duplicate
data
make
decision
data
use
finally
save
data
dabatase
data
satisfies
one
criterion
put
data
set
staging
table
review
client
log
ui
build
earlier
stag
data
edit
make
selection
let
job
process
data
new
criterion
data
store
maprdb
table
build
various
job
manage
data
challenge
overview
part
challenge
go
migrate
mapreduce
job
apache
spark
specifically
tasks
challenge
update
project
documentation
describe
install
configure
spark
mapr
run
spark
job
migrate
mapreduce
job
apache
spark
use
resilient
data
set
possible
also
see
helpful
link
section
pointer
use
spark
mapr
update
api
endpoint
use
spark
instead
load
data
directly
ojai
library
scope
see
link
info
load
mapr
data
spark
rdd
application
component
produce
result
migration
change
business
logic
expect
data
import
job
load
demo
data
api
endpoint
return
exactly
response
helpful
link
maprdb
spark
integration
mapr
spark
documentation
reference
previous
challenge
application
feature
list
part
wireframe
challenge
wireframe
challenge
ui
prototype
deploy
check
forum
link
api
implementation
challenge
http
data
separation
challenge
http
environment
setup
challenge
http
codebase
please
check
forum
codebase
link
technology
stack
backend
java
spring
boot
spring
security
windows
authentication
rest
hibernate
frontend
angularjs
bootstrap
db
mapr
db
table
build
tool
maven
webpack
"
30065321,0,"implementation
file
upload
download
api
","['Java', 'AWS', 'MySQL', 'REST']",['Other'],55,"amber.j
wwxyxgy
anuradev
manasa6
phoenix1992
linuxuser
sfaxiano
froga
sjbr
k.mas
AleaActaEst
mulish
codingdrone
jite1996
ananthhh
shoebkhan09ai
LieutenantRoger
gurmeetb
akinwale
Cagi
krisjen
akr.coder
DeepKaur
winterflame
phoenix103
Rushikesh.Deshp
seemapree
talesforce
rtty
Adam-Smith
christa
slothmxn
gentaliti
andyphysics2
aaron2017
Nash131
gtcodeit
gthedreamer
shazzz
gulwayne
torghul
genycopedison
shanonvl
Rakesh.Sa
rtttt
DavidBanu
armsingh
amit.jha4
rhossis
thiyaguk
niranjanjoshi14
boskovisch
RakeshMothukuri
adovbnya
FadyZaki",2,"Nash131
shanonvl",863700000,[400.0],['shanonvl'],"purpose
challenge
implement
set
rest
api
base
swagger
documentation
provide
forum
detailed
requirement
implement
file
upload
download
api
describe
google
doc
post
forum
provide
erd
ddl
forum
create
table
database
local
test
also
prepared
docker
image
run
mysql
schema
test
data
describe
want
use
provide
unit
test
api
make
sure
code
well
documented
class
method
variable
parameter
return
value
document
every
single
java
code
file
appropriate
inline
comment
provide
code
straightforward
understand
postman
file
help
test
api
update
swagger
file
necessary
unit
test
api
build
new
api
top
base
code
provide
forum
technologyes
java
springboot
mysql
gradle
amazon
"
30065474,0,"quartz
energy
id
tool
integration
challenge
fix
part
","['Java', 'Angular 2+', 'Spring', 'SQL']",['AWS'],31,"linuxuser
anonymousjaggu
LieutenantRoger
amber.j
gurmeetb
mulish
drasticdpk
phoenix1992
genycopedison
lijulat
sjbr
cimpapps
anuradev
torghul
k.mas
codingdrone
Gando19850304
mukhtiar_ahmed
akinwale
alfiya_Zi
fdavid
penpo
cbm3
ouyangki
nauhil
krisjen
rtttt
thePassGuy
talesforce
nghi85
wwxyxgy",1,anonymousjaggu,518100000,[500.0],['anonymousjaggu'],"detailed
requirement
describe
want
accomplish
overview
client
challenge
look
revamp
current
desktop
application
web
application
part
process
look
topcoder
developer
community
help
develop
new
refresh
modern
web
base
application
help
site
manager
operator
business
analyst
admins
ability
view
list
meeting
view
list
action
item
view
asset
challenge
requirement
challenge
fix
follow
issue
find
win
submission
integration
challege
gitlab
access
please
check
forum
defect
fix
please
find
list
forum
technology
java
spring
rest
hibernate
spring
mvc
json
sql
server
spring
framework
spring
boot
angular
bootstrap
"
30065156,0,"va
complaint
fix
mock
store
procedure
match
real
one
",['.NET'],['Other'],14,"akinwale
ganniaiuei
amber.j
marshallmutiso
veshu
anonymousjaggu
mulish
another1
googlesmkm
VincentWei
Gando19850304
susiak
ZLATKO
maity.2005",2,"ganniaiuei
ZLATKO",792120000,[100.0],['ganniaiuei'],"registercomplaintquery
stored
procedure
file
return
value
err
code
err
message
accord
provided
document
code
call
correspond
synonym
update
well
please
refer
document
see
return
value
registercomplaintquery
stored
procedure
like
"
30065059,0,"wipro
android
application
challenge
","['Mobile', 'Android']",['Android'],25,"amber.j
gurmeetb
talesforce
mohamed_sakr
k.mas
webianks
codingdrone
lakshmansai47
timhigins
asmn
AleaActaEst
krisjen
ramim.br
phoenix1992
anhtuannd
mulish
steveptkin
KranthiKiranC
Ozge.Engin
meggamind
diazz
anonymousjaggu
Akash_AJ
jrokas
akinwale",2,"anhtuannd
ramim.br",863700000,[200.0],['anhtuannd'],"welcome
wipro
android
application
challenge
android
application
almost
do
still
issue
get
fix
requirement
add
change
password
screen
profile
preference
add
forgot
password
flow
add
event
info
event
detail
allow
update
spouse
flight
etc
info
item
title
attendee
info
follow
io
implementation
issue
backend
repo
http
deploy
backend
self
backend
reference
use
find
swagger
postman
documentation
io
repo
https
reference
implementation
android
repo
http
challenge
repo
please
pull
develop
branch
base
work
"
30065006,0,"wipro
admin
reactjs
web
update
challenge
",['ReactJS'],['Other'],26,"daga_sumit
amber.j
nauhil
steveptkin
akinwale
Ovy.Istrate
anonymousjaggu
asmn
gurmeetb
winterflame
phatcomputer
gauravseta
srajas
mulish
talesforce
codingdrone
torghul
anwar.ahmed
k.mas
krisjen
ZLATKO
wwxyxgy
Rakesh.Sa
jrokas
phoenix1992
diazz",1,asmn,863700000,[150.0],['asmn'],"welcome
wipro
admin
reactjs
web
update
challenge
website
almost
do
problem
help
backend
repo
http
deploy
backend
self
backend
reference
use
postman
check
admin
web
repo
http
challenge
repo
please
pull
develop
branch
base
work
follow
requirement
cover
submission
event
session
speaker
add
speaker
upload
image
save
session
reload
page
avatar
disappear
check
postman
profilepictureurljust
empty
save
avatar
page
add
modal
https
login
organizer
click
header
user
page
try
add
organizer
fill
requirement
input
click
add
check
brwser
forbiden
http
http
admin
able
add
admin
orgainzer
organizer
able
add
organizer
event
page
dashboard
top
total
speaker
unique
speaker
count
number
speaker
session
example
iversonlv
speaker
attend
session
total
speaker
though
attends
session
unique
speaker
one
normal
user
login
auser
show
display
message
login
box
check
message
admin
message
login
detect
account
input
wrong
show
please
display
text
like
http
session
table
register
waitlisted
fetch
correct
data
"
30065008,0,"wipro
io
application
challenge
","['Mobile', 'iOS', 'Swift']",['iOS'],18,"amber.j
asmn
veshu
talesforce
codingdrone
akinwale
seriyvolk83
jaysethi
gurmeetb
mulish
mingw46
Gando19850304
krisjen
muzehyun
diazz
baskarant
lnk.anton
phoenix1992",2,"seriyvolk83
muzehyun",863700000,[300.0],['seriyvolk83'],"welcome
wipro
io
application
challenge
current
io
application
almost
do
still
issue
fix
requirement
implement
full
support
session
file
use
populate
session
detail
screen
instead
use
hardcoded
json
file
use
property
show
pre
read
post
read
session
material
screen
design
provide
forum
add
name
badge
board
pas
button
event
detail
show
design
qr
code
generate
backend
add
ui
show
design
code
create
used
save
user
note
fail
show
error
message
ask
want
try
leave
screen
io
repo
https
challenge
repo
please
pull
develop
branch
base
work
backend
repo
http
deploy
backend
self
backend
reference
use
find
swagger
postman
documentation
code
write
swift
language
"
30063847,0,"topcoder
technology
heatmap
new
data
source
","['AWS', 'Node.js']",['Other'],15,"veshu
jimmylightning
amber.j
gfzabarino
talesforce
phoenix1992
akinwale
anuradev
ansaryfantastic
codingdrone
Narekvar90
mitesh.rai
linuxuser
mohhasbias
wwxyxgy",2,"gfzabarino
jimmylightning",2073300000,[400.0],['gfzabarino'],"topcoder
technology
heatmap
single
page
app
display
overview
various
technology
attractiveness
topcoder
current
app
see
use
display
technology
single
grid
update
design
display
data
separate
category
languages
framework
platform
tool
technique
display
new
design
preview
current
app
backend
lambda
function
build
technology
list
stackoverflow
tag
top
topcoder
challenge
data
number
challenge
push
result
elasticsearch
index
lambda
run
daily
keep
historic
data
technology
attractiveness
challenge
update
backend
use
technology
radar
categorize
techology
four
category
current
backend
code
available
technology
associate
field
techname
name
stackoverflow
tag
tccommunityready
integer
indicate
much
use
topcoder
count
number
topcoder
challenge
widelyusedontc
boolean
value
indicate
use
topcoder
type
currently
set
challenge
want
populate
type
tech
radar
one
categories
languages
framework
platform
tool
technique
technology
list
category
load
scraped
tech
radar
link
match
technology
name
current
data
set
techname
field
match
technology
name
example
provide
forum
use
library
want
keep
list
technology
match
match
process
repeat
time
create
new
index
elastic
search
contain
technology
name
category
map
technology
match
tech
radar
data
want
allow
manual
override
admin
user
receive
email
list
technology
match
four
link
quicky
set
category
work
add
another
lambda
function
http
get
method
parameter
techname
category
update
mapping
elasticsearch
sumarize
scope
challenge
create
categorization
use
tech
radar
data
create
lambda
endpoint
override
categorization
send
email
uncategorized
technology
configure
email
address
update
endpoint
use
date
category
map
elasticsearch
technology
category
find
tech
radar
data
category
later
set
admin
search
endpoint
return
correct
category
value
"
30063487,0,"admin
app
upload
dev
submission
","['HTML', 'JavaScript', 'CSS', 'Angular.js (1.0)', 'REST']",['AWS'],30,"k.mas
amber.j
veshu
drasticdpk
mulish
anonymousjaggu
fauzanmaulidi
Narekvar90
codingdrone
skaisahni
andyphysics2
TICKET_25425
Schpotsky
mohhasbias
talesforce
h_coder
phoenix1992
pawan91
nauhil
asmn
gets0ul
wwxyxgy
akinwale
Bende
ronakkaria
gopilearner
linuxuser
kaddou01
fireflysmile
gauravtiwary",2,"Schpotsky
ronakkaria",1727700000,[200.0],['Schpotsky'],"challenge
requirement
right
admin
app
feature
admin
upload
submission
member
see
http
however
seem
work
studio
submission
right
upload
development
submission
throw
error
purpose
challenge
figure
fix
issue
feature
support
upload
development
submission
well
important
submission
work
properly
real
environment
provide
test
account
access
dev
api
server
note
please
make
sure
use
best
practice
example
please
check
readme
see
get
run
locally
please
make
sure
code
well
document
make
sure
newly
add
page
consistent
look
feel
use
similar
style
submission
page
make
sure
change
break
anything
include
responsive
layout
technology
html
elasticsearch
docker
java
"
30063533,0,"quartz
database
clean
tool
environment
setup
",['Java'],['Other'],26,"amber.j
veshu
thiyaguk
mulish
akinwale
cadhage
k.mas
phoenix1992
andyphysics2
codingdrone
anuradev
idivyangjain
sparemax
ismailnawaz
Gando19850304
lihui1625
sah2ed
kalc
linuxuser
rtty
daga_sumit
spreddy
liuliquan
ronakkaria
Rakesh.Sa
vanjain",1,liuliquan,870900000,[500.0],['liuliquan'],"challenge
series
building
simple
tool
help
user
database
clean
process
eliminate
duplicate
data
follow
certain
criterion
define
user
data
store
maprdb
table
build
various
job
manage
data
challenge
set
environment
specific
task
set
mapr
sandbox
vm
import
sample
data
mapr
db
table
sample
data
attach
forum
set
mapr
client
configure
connect
vm
sandbox
write
sample
mapreduce
job
read
import
data
matter
job
deploy
execute
sandbox
implement
job
java
scala
allow
free
use
apache
framework
want
use
different
framework
please
ask
confirmation
forum
write
guide
set
dev
environment
intellij
eclipse
job
sandbox
"
30062431,0,"integrate
attendee
web
frontend
backend
database
","['Java', 'Angular 2+', 'API']",['Microsoft Azure'],67,"amber.j
jkniest
LieutenantRoger
NightWolf
akinwale
talesforce
iversonLv
veshu
Sky_
tigremen2008
anonymousjaggu
Bende
codingdrone
kinfkong
ZLATKO
asmn
bannie2492
muzehyun
wwxyxgy
daga_sumit
ArunRajora
shubhamkhatri26
andyphysics2
Narekvar90
phoenix1992
Gowthaman1992
dezl
sandipanghosh64
k.mas
pisang
hilmiat
penpo
mohhasbias
anuradev
nauhil
jason_top_demo
sah2ed
rajitgola
linuxuser
ronakkaria
archana2904
ALAGU_AN
Jananeis
luvBerkeley
prabhsimran
mearaj
Gando19850304
meghraj
ouyangki
dubeynidhi007
Amith
[es]
desolatte
vikasverma
nardneevar
omadoyejed
heretocode
ShindouHikaru
Kutlay
lihui1625
viswansh
vivek_5
gtcodeit
stanleynguma
michael_tang
programadorsaul
iquasere",1,veshu,1008000000,[1200.0],['veshu'],"previous
challenge
create
frontend
backend
application
challenge
integrate
angular
frontend
application
backend
rest
api
asset
provide
forum
available
registration
link
attendee
web
frontend
repo
link
backend
repo
detail
requirement
wire
functionality
frontend
backend
social
also
implement
nothing
mock
use
swagger
definition
directory
backend
repo
find
required
endpoint
instruction
use
backend
repo
also
contain
sample
postman
script
may
also
helpful
understand
endpoint
work
let
discuss
question
challenge
forum
"
30063086,0,"topcoder
return
billingaccounts
field
direct
project
info
endpoint
","['Java', 'Docker']",['Other'],34,"amber.j
Bende
sbaira
deedee
Justin_rc
mulish
codingdrone
lehoangh
mitsos0021
gets0ul
Parikh
akinwale
talesforce
bob2build
pavani1991
zettix
niranjanjoshi14
k.mas
linuxuser
gops007
martinthorne
fgomez
phoenix1992
Telemaco019
sumanch
FwoopFwoop
sare
lihui1625
CuriousSpider
wwxyxgy
rush1506
judedavid395
ravi2code
shubham.pandey5",2,"deedee
gets0ul",863700000,[100.0],['deedee'],"currently
request
projectid
contain
array
billingaccountids
contain
name
billingaccount
list
long
value
want
switch
return
set
long
value
instead
include
name
billing
account
along
id
go
something
like
get
projectid
response
billingaccountids
something
like
billingaccounts
name
id
name
id
look
like
need
expand
contain
list
object
instead
long
value
order
instead
replace
billingaccountids
billingaccounts
like
add
new
field
billingaccounts
contain
expect
information
please
also
update
file
reflect
change
billingaccountids
mark
deprecated
"
30063082,1,"mud
log
image
mark
tool
support
sql
server
","['SQL Server', 'MySQL', 'Python']","['Linux', 'Microsoft Azure', 'Other']",24,"amber.j
akinwale
anonymousjaggu
veshu
codingdrone
adolia
sah2ed
Narekvar90
asr
penpo
talesforce
Bende
prashantjha111
k.mas
Justin_rc
onsky
alfiya_Zi
trevwilson16
erik5582004
Heros__neto
PradeepRJ
kessie
lihui1625
slothmxn",2,"adolia
akinwale",863700000,[200.0],['akinwale'],"python
base
tool
able
mark
image
base
data
mysql
database
challenge
look
enhance
tool
work
mysql
sql
server
version
least
assume
database
table
identical
structure
mysql
sql
server
"
30063080,0,"travel
ticket
mobile
app
ionic
prototype
smoothness
improvement
",['Ionic'],['Mobile'],30,"amber.j
asmn
hi4sandy
Ragul02
linuxuser
codingdrone
Narekvar90
penpo
talesforce
mulish
k.mas
akinwale
jrokas
ArunRajora
coder.sham
Jatin.Arora
ronakkaria
andyphysics2
phoenix1992
dmstolbin
ZLATKO
lihui1625
e06widu
prabhsimran
muzehyun
wwxyxgy
diazz
mohhasbias
Abu351557
adJn",1,jrokas,863700000,[300.0],['jrokas'],"previous
challenge
develop
ionic
base
prototype
mobile
app
generally
work
well
client
point
page
scroll
transition
animation
look
smooth
enough
purpose
challenge
improve
get
well
user
experience
attach
video
capture
current
app
see
work
right
tip
use
native
plugin
help
check
optimisation
performance
make
smoother
"
30062838,0,"sensitive
data
lookup
trimming
enhancement
","['Linux', 'Other']","['Linux', 'Other']",18,"mearaj
k.mas
codingdrone
jimmylightning
ShibiRamaiyan
CodingWithClass
Gando19850304
mulish
talesforce
deas
akinwale
veshu
aditya22
newparadime
g2007
penpo
Developer_pra
linuxuser",2,"deas
jimmylightning",863700000,[200.0],['deas'],"tool
develop
john
hancock
company
previous
challenge
demand
follow
enhancement
right
tool
assume
input
csv
file
contains
two
column
record
id
first
one
content
analyze
trim
second
one
add
two
optional
command
line
argument
allow
specify
column
input
csv
contain
id
use
trim
logs
column
analyze
trim
default
value
reproduce
current
behavior
case
columns
contain
data
trim
copied
main
output
csv
without
change
find
source
code
challenge
forum
fix
work
oracle
solaris
please
use
virtualbox
image
os
test
fixes
ensure
work
properly
client
environment
although
possible
install
necessary
dependency
kornshell
nawk
linux
system
say
ubuntu
see
code
work
setup
fails
work
client
system
"
30062768,0,"idc
dashboard
","['Java', 'Angular 2+']",['Other'],30,"amber.j
talesforce
Rakesh.Sa
ohyan07
rabinkarp
codingdrone
k.mas
gurmeetb
haripal
duxiaoyang
ketangoyal
Parikh
steveptkin
mulish
linuxuser
veshu
akinwale
joaklind
rajitgola
shankarkamble
sah2ed
andyphysics2
ronakkaria
anuradev
fauzanmaulidi
Narekvar90
ZLATKO
sfaxiano
penpo
lijulat",3,"shankarkamble
lijulat
rabinkarp",863700000,[500.0],['shankarkamble'],"responsible
follow
task
add
getallevents
api
read
data
whose
status
notread
refer
getallevents
endpoint
old
codebase
see
implement
add
adddiscretealerts
api
add
discrete
alert
give
eventid
one
old
codebase
method
please
mark
event
read
well
add
addanalysisresults
api
post
analysis
result
table
svg
one
old
codebase
method
please
mark
event
read
well
add
adddecisiontree
api
post
data
table
one
old
codebase
method
please
mark
event
read
well
ensure
create
event
api
newly
create
event
notread
status
please
check
addevent
api
old
codebase
click
analysis
button
miq
view
new
event
generate
always
call
post
api
return
eventid
use
quadrant
fetch
data
note
data
quadrant
post
external
system
poll
correspond
apis
load
data
display
please
show
loading
indicator
data
ready
make
sure
eventid
quadrant
use
id
newly
create
event
quadrant
fetch
data
please
update
postman
file
verification
guide
ensure
app
work
properly
"
30062718,0,"negative
news
service
deployment
script
",['Node.js'],"['Linux', 'NodeJS']",20,"amber.j
gfzabarino
phoenix1992
ArunRajora
k.mas
linuxuser
kanikashah90
memo40k
codingdrone
Bende
talesforce
wwxyxgy
akinwale
walexi4great
Narekvar90
adolia
muzehyun
droneer
joaklind
liyucun",3,"gfzabarino
adolia
joaklind",863700000,[150.0],['gfzabarino'],"base
backend
service
negative
news
project
currently
run
use
npm
start
navigate
individual
folder
however
process
run
foreground
get
terminate
putty
session
close
like
process
manager
like
forever
h
etc
keep
process
background
currently
use
nohup
npm
start
keep
background
however
ideal
way
run
production
challenge
help
develop
single
script
process
manager
invoke
run
microservices
also
switch
stop
restart
service
deployment
server
linux
script
compatible
ubuntu
centos
"
30062680,0,"sensitive
data
lookup
trim
gawk
nawk
",['Other'],"['Linux', 'Other']",21,"wwxyxgy
gfzabarino
billsedison
veshu
talesforce
codingdrone
asmn
deas
anuradev
mondalaritra002
cam.ashwini
gets0ul
k.mas
rtty
linuxuser
akinwale
tischsoic
ronakkaria
alfiya_Zi
samuraix98
penpo",2,"gfzabarino
deas",863700000,[300.0],['deas'],"previous
challenge
create
tool
among
thing
depend
gawk
gnu
awk
turn
client
environment
gawk
nawk
instead
new
awk
also
know
bwk
awk
one
true
awk
goal
challenge
update
code
work
nawk
instead
gawk
find
current
version
code
challenge
forum
"
